Name,Time Stamp,Time,Interval,Unit,LBMP ($/MWHr)
NYISO_DAYAHEAD_LONGIL,181119,0400,60,kw,25.45
NYISO_DAYAHEAD_MHK_VL,181119,0400,60,kw,22.67
NYISO_DAYAHEAD_MILLWD,181119,0400,60,kw,24.28
NYISO_DAYAHEAD_N.Y.C.,181119,0400,60,kw,24.71
NYISO_DAYAHEAD_NORTH,181119,0400,60,kw,20.00
NYISO_DAYAHEAD_NPX,181119,0400,60,kw,24.13
NYISO_DAYAHEAD_OH,181119,0400,60,kw,22.54
NYISO_DAYAHEAD_PJM,181119,0400,60,kw,23.51
NYISO_DAYAHEAD_WEST,181119,0400,60,kw,23.19
NYISO_DAYAHEAD_CAPITL,181119,0500,60,kw,23.89
NYISO_DAYAHEAD_CENTRL,181119,0500,60,kw,23.00
NYISO_DAYAHEAD_DUNWOD,181119,0500,60,kw,24.52
NYISO_DAYAHEAD_GENESE,181119,0500,60,kw,22.88
NYISO_DAYAHEAD_HQ,181119,0500,60,kw,19.45
NYISO_DAYAHEAD_HUD_VL,181119,0500,60,kw,24.21
NYISO_DAYAHEAD_LONGIL,181119,0500,60,kw,32.00
NYISO_DAYAHEAD_MHK_VL,181119,0500,60,kw,22.88
NYISO_DAYAHEAD_MILLWD,181119,0500,60,kw,24.34
NYISO_DAYAHEAD_N.Y.C.,181119,0500,60,kw,24.79
NYISO_DAYAHEAD_NORTH,181119,0500,60,kw,21.15
NYISO_DAYAHEAD_NPX,181119,0500,60,kw,24.82
NYISO_DAYAHEAD_OH,181119,0500,60,kw,22.79
NYISO_DAYAHEAD_PJM,181119,0500,60,kw,23.69
NYISO_DAYAHEAD_WEST,181119,0500,60,kw,23.56
NYISO_DAYAHEAD_CAPITL,181119,0600,60,kw,27.06
NYISO_DAYAHEAD_CENTRL,181119,0600,60,kw,26.81
NYISO_DAYAHEAD_DUNWOD,181119,0600,60,kw,28.14
NYISO_DAYAHEAD_GENESE,181119,0600,60,kw,27.14
NYISO_DAYAHEAD_HQ,181119,0600,60,kw,22.45
NYISO_DAYAHEAD_HUD_VL,181119,0600,60,kw,27.73
NYISO_DAYAHEAD_LONGIL,181119,0600,60,kw,37.67
NYISO_DAYAHEAD_MHK_VL,181119,0600,60,kw,26.45
NYISO_DAYAHEAD_MILLWD,181119,0600,60,kw,28.01
NYISO_DAYAHEAD_N.Y.C.,181119,0600,60,kw,28.39
NYISO_DAYAHEAD_NORTH,181119,0600,60,kw,24.17
NYISO_DAYAHEAD_NPX,181119,0600,60,kw,38.70
NYISO_DAYAHEAD_OH,181119,0600,60,kw,27.34
NYISO_DAYAHEAD_PJM,181119,0600,60,kw,27.80
NYISO_DAYAHEAD_WEST,181119,0600,60,kw,28.50
NYISO_DAYAHEAD_CAPITL,181119,0700,60,kw,30.03
NYISO_DAYAHEAD_CENTRL,181119,0700,60,kw,30.15
NYISO_DAYAHEAD_DUNWOD,181119,0700,60,kw,31.43
NYISO_DAYAHEAD_GENESE,181119,0700,60,kw,31.08
NYISO_DAYAHEAD_HQ,181119,0700,60,kw,27.70
NYISO_DAYAHEAD_HUD_VL,181119,0700,60,kw,30.77
NYISO_DAYAHEAD_LONGIL,181119,0700,60,kw,40.55
NYISO_DAYAHEAD_MHK_VL,181119,0700,60,kw,29.74
NYISO_DAYAHEAD_MILLWD,181119,0700,60,kw,31.26
NYISO_DAYAHEAD_N.Y.C.,181119,0700,60,kw,31.74
NYISO_DAYAHEAD_NORTH,181119,0700,60,kw,27.44
NYISO_DAYAHEAD_NPX,181119,0700,60,kw,40.40
NYISO_DAYAHEAD_OH,181119,0700,60,kw,30.60
NYISO_DAYAHEAD_PJM,181119,0700,60,kw,31.33
NYISO_DAYAHEAD_WEST,181119,0700,60,kw,32.88
NYISO_DAYAHEAD_CAPITL,181119,0800,60,kw,32.18
NYISO_DAYAHEAD_CENTRL,181119,0800,60,kw,32.85
NYISO_DAYAHEAD_DUNWOD,181119,0800,60,kw,33.72
NYISO_DAYAHEAD_GENESE,181119,0800,60,kw,32.52
NYISO_DAYAHEAD_HQ,181119,0800,60,kw,27.15
NYISO_DAYAHEAD_HUD_VL,181119,0800,60,kw,33.01
NYISO_DAYAHEAD_LONGIL,181119,0800,60,kw,40.57
NYISO_DAYAHEAD_MHK_VL,181119,0800,60,kw,32.00
NYISO_DAYAHEAD_MILLWD,181119,0800,60,kw,33.54
NYISO_DAYAHEAD_N.Y.C.,181119,0800,60,kw,34.06
NYISO_DAYAHEAD_NORTH,181119,0800,60,kw,17.01
NYISO_DAYAHEAD_NPX,181119,0800,60,kw,39.85
NYISO_DAYAHEAD_OH,181119,0800,60,kw,31.74
NYISO_DAYAHEAD_PJM,181119,0800,60,kw,33.11
NYISO_DAYAHEAD_WEST,181119,0800,60,kw,35.00
NYISO_DAYAHEAD_CAPITL,181119,0900,60,kw,30.68
NYISO_DAYAHEAD_CENTRL,181119,0900,60,kw,31.30
NYISO_DAYAHEAD_DUNWOD,181119,0900,60,kw,32.25
NYISO_DAYAHEAD_GENESE,181119,0900,60,kw,30.99
NYISO_DAYAHEAD_HQ,181119,0900,60,kw,24.94
NYISO_DAYAHEAD_HUD_VL,181119,0900,60,kw,31.53
NYISO_DAYAHEAD_LONGIL,181119,0900,60,kw,39.64
NYISO_DAYAHEAD_MHK_VL,181119,0900,60,kw,30.42
NYISO_DAYAHEAD_MILLWD,181119,0900,60,kw,32.14
NYISO_DAYAHEAD_N.Y.C.,181119,0900,60,kw,32.58
NYISO_DAYAHEAD_NORTH,181119,0900,60,kw,16.72
NYISO_DAYAHEAD_NPX,181119,0900,60,kw,38.40
NYISO_DAYAHEAD_OH,181119,0900,60,kw,29.50
NYISO_DAYAHEAD_PJM,181119,0900,60,kw,31.70
NYISO_DAYAHEAD_WEST,181119,0900,60,kw,35.00
NYISO_DAYAHEAD_CAPITL,181119,1000,60,kw,29.76
NYISO_DAYAHEAD_CENTRL,181119,1000,60,kw,30.35
NYISO_DAYAHEAD_DUNWOD,181119,1000,60,kw,31.26
NYISO_DAYAHEAD_GENESE,181119,1000,60,kw,30.07
NYISO_DAYAHEAD_HQ,181119,1000,60,kw,23.99
NYISO_DAYAHEAD_HUD_VL,181119,1000,60,kw,30.58
NYISO_DAYAHEAD_LONGIL,181119,1000,60,kw,39.25
NYISO_DAYAHEAD_MHK_VL,181119,1000,60,kw,29.48
NYISO_DAYAHEAD_MILLWD,181119,1000,60,kw,31.14
NYISO_DAYAHEAD_N.Y.C.,181119,1000,60,kw,31.59
NYISO_DAYAHEAD_NORTH,181119,1000,60,kw,16.62
NYISO_DAYAHEAD_NPX,181119,1000,60,kw,36.60
NYISO_DAYAHEAD_OH,181119,1000,60,kw,28.35
NYISO_DAYAHEAD_PJM,181119,1000,60,kw,30.76
NYISO_DAYAHEAD_WEST,181119,1000,60,kw,34.72
NYISO_DAYAHEAD_CAPITL,181119,1100,60,kw,29.88
NYISO_DAYAHEAD_CENTRL,181119,1100,60,kw,30.27
NYISO_DAYAHEAD_DUNWOD,181119,1100,60,kw,31.18
NYISO_DAYAHEAD_GENESE,181119,1100,60,kw,29.99
NYISO_DAYAHEAD_HQ,181119,1100,60,kw,24.06
NYISO_DAYAHEAD_HUD_VL,181119,1100,60,kw,30.53
NYISO_DAYAHEAD_LONGIL,181119,1100,60,kw,39.21
NYISO_DAYAHEAD_MHK_VL,181119,1100,60,kw,29.34
NYISO_DAYAHEAD_MILLWD,181119,1100,60,kw,31.09
NYISO_DAYAHEAD_N.Y.C.,181119,1100,60,kw,31.52
NYISO_DAYAHEAD_NORTH,181119,1100,60,kw,16.63
NYISO_DAYAHEAD_NPX,181119,1100,60,kw,35.14
NYISO_DAYAHEAD_OH,181119,1100,60,kw,28.25
NYISO_DAYAHEAD_PJM,181119,1100,60,kw,30.65
NYISO_DAYAHEAD_WEST,181119,1100,60,kw,34.58
NYISO_DAYAHEAD_CAPITL,181119,1200,60,kw,28.10
NYISO_DAYAHEAD_CENTRL,181119,1200,60,kw,28.48
NYISO_DAYAHEAD_DUNWOD,181119,1200,60,kw,29.46
NYISO_DAYAHEAD_GENESE,181119,1200,60,kw,28.51
NYISO_DAYAHEAD_HQ,181119,1200,60,kw,23.63
NYISO_DAYAHEAD_HUD_VL,181119,1200,60,kw,28.79
NYISO_DAYAHEAD_LONGIL,181119,1200,60,kw,38.25
NYISO_DAYAHEAD_MHK_VL,181119,1200,60,kw,27.62
NYISO_DAYAHEAD_MILLWD,181119,1200,60,kw,29.27
NYISO_DAYAHEAD_N.Y.C.,181119,1200,60,kw,29.81
NYISO_DAYAHEAD_NORTH,181119,1200,60,kw,16.40
NYISO_DAYAHEAD_NPX,181119,1200,60,kw,34.48
NYISO_DAYAHEAD_OH,181119,1200,60,kw,27.49
NYISO_DAYAHEAD_PJM,181119,1200,60,kw,28.90
NYISO_DAYAHEAD_WEST,181119,1200,60,kw,31.00
NYISO_DAYAHEAD_CAPITL,181119,1300,60,kw,27.61
NYISO_DAYAHEAD_CENTRL,181119,1300,60,kw,27.93
NYISO_DAYAHEAD_DUNWOD,181119,1300,60,kw,28.92
NYISO_DAYAHEAD_GENESE,181119,1300,60,kw,27.94
NYISO_DAYAHEAD_HQ,181119,1300,60,kw,20.62
NYISO_DAYAHEAD_HUD_VL,181119,1300,60,kw,28.29
NYISO_DAYAHEAD_LONGIL,181119,1300,60,kw,36.00
NYISO_DAYAHEAD_MHK_VL,181119,1300,60,kw,27.11
NYISO_DAYAHEAD_MILLWD,181119,1300,60,kw,28.73
NYISO_DAYAHEAD_N.Y.C.,181119,1300,60,kw,29.23
NYISO_DAYAHEAD_NORTH,181119,1300,60,kw,16.22
NYISO_DAYAHEAD_NPX,181119,1300,60,kw,33.60
NYISO_DAYAHEAD_OH,181119,1300,60,kw,27.06
NYISO_DAYAHEAD_PJM,181119,1300,60,kw,28.31
NYISO_DAYAHEAD_WEST,181119,1300,60,kw,30.06
NYISO_DAYAHEAD_CAPITL,181119,1400,60,kw,26.64
NYISO_DAYAHEAD_CENTRL,181119,1400,60,kw,26.85
NYISO_DAYAHEAD_DUNWOD,181119,1400,60,kw,27.93
NYISO_DAYAHEAD_GENESE,181119,1400,60,kw,26.84
NYISO_DAYAHEAD_HQ,181119,1400,60,kw,19.05
NYISO_DAYAHEAD_HUD_VL,181119,1400,60,kw,27.32
NYISO_DAYAHEAD_LONGIL,181119,1400,60,kw,38.05
NYISO_DAYAHEAD_MHK_VL,181119,1400,60,kw,26.18
NYISO_DAYAHEAD_MILLWD,181119,1400,60,kw,27.75
NYISO_DAYAHEAD_N.Y.C.,181119,1400,60,kw,28.26
NYISO_DAYAHEAD_NORTH,181119,1400,60,kw,16.02
NYISO_DAYAHEAD_NPX,181119,1400,60,kw,35.20
NYISO_DAYAHEAD_OH,181119,1400,60,kw,26.56
NYISO_DAYAHEAD_PJM,181119,1400,60,kw,27.24
NYISO_DAYAHEAD_WEST,181119,1400,60,kw,27.76
NYISO_DAYAHEAD_CAPITL,181119,1500,60,kw,26.81
NYISO_DAYAHEAD_CENTRL,181119,1500,60,kw,26.46
NYISO_DAYAHEAD_DUNWOD,181119,1500,60,kw,28.10
NYISO_DAYAHEAD_GENESE,181119,1500,60,kw,27.07
NYISO_DAYAHEAD_HQ,181119,1500,60,kw,21.25
NYISO_DAYAHEAD_HUD_VL,181119,1500,60,kw,27.47
NYISO_DAYAHEAD_LONGIL,181119,1500,60,kw,39.62
NYISO_DAYAHEAD_MHK_VL,181119,1500,60,kw,26.17
NYISO_DAYAHEAD_MILLWD,181119,1500,60,kw,27.90
NYISO_DAYAHEAD_N.Y.C.,181119,1500,60,kw,28.43
NYISO_DAYAHEAD_NORTH,181119,1500,60,kw,23.94
NYISO_DAYAHEAD_NPX,181119,1500,60,kw,37.49
NYISO_DAYAHEAD_OH,181119,1500,60,kw,26.77
NYISO_DAYAHEAD_PJM,181119,1500,60,kw,27.42
NYISO_DAYAHEAD_WEST,181119,1500,60,kw,28.00
NYISO_DAYAHEAD_CAPITL,181119,1600,60,kw,30.28
NYISO_DAYAHEAD_CENTRL,181119,1600,60,kw,29.85
NYISO_DAYAHEAD_DUNWOD,181119,1600,60,kw,31.83
NYISO_DAYAHEAD_GENESE,181119,1600,60,kw,30.34
NYISO_DAYAHEAD_HQ,181119,1600,60,kw,24.50
NYISO_DAYAHEAD_HUD_VL,181119,1600,60,kw,31.11
NYISO_DAYAHEAD_LONGIL,181119,1600,60,kw,43.60
NYISO_DAYAHEAD_MHK_VL,181119,1600,60,kw,29.79
NYISO_DAYAHEAD_MILLWD,181119,1600,60,kw,31.60
NYISO_DAYAHEAD_N.Y.C.,181119,1600,60,kw,32.17
NYISO_DAYAHEAD_NORTH,181119,1600,60,kw,27.35
NYISO_DAYAHEAD_NPX,181119,1600,60,kw,42.87
NYISO_DAYAHEAD_OH,181119,1600,60,kw,29.90
NYISO_DAYAHEAD_PJM,181119,1600,60,kw,30.85
NYISO_DAYAHEAD_WEST,181119,1600,60,kw,31.20
NYISO_DAYAHEAD_CAPITL,181119,1700,60,kw,36.41
NYISO_DAYAHEAD_CENTRL,181119,1700,60,kw,36.01
NYISO_DAYAHEAD_DUNWOD,181119,1700,60,kw,38.06
NYISO_DAYAHEAD_GENESE,181119,1700,60,kw,36.26
NYISO_DAYAHEAD_HQ,181119,1700,60,kw,30.60
NYISO_DAYAHEAD_HUD_VL,181119,1700,60,kw,37.30
NYISO_DAYAHEAD_LONGIL,181119,1700,60,kw,57.78
NYISO_DAYAHEAD_MHK_VL,181119,1700,60,kw,35.72
NYISO_DAYAHEAD_MILLWD,181119,1700,60,kw,37.85
NYISO_DAYAHEAD_N.Y.C.,181119,1700,60,kw,38.43
NYISO_DAYAHEAD_NORTH,181119,1700,60,kw,32.60
NYISO_DAYAHEAD_NPX,181119,1700,60,kw,51.49
NYISO_DAYAHEAD_OH,181119,1700,60,kw,35.36
NYISO_DAYAHEAD_PJM,181119,1700,60,kw,37.79
NYISO_DAYAHEAD_WEST,181119,1700,60,kw,41.47
NYISO_DAYAHEAD_CAPITL,181119,1800,60,kw,35.11
NYISO_DAYAHEAD_CENTRL,181119,1800,60,kw,34.67
NYISO_DAYAHEAD_DUNWOD,181119,1800,60,kw,36.70
NYISO_DAYAHEAD_GENESE,181119,1800,60,kw,35.43
NYISO_DAYAHEAD_HQ,181119,1800,60,kw,28.88
NYISO_DAYAHEAD_HUD_VL,181119,1800,60,kw,36.04
NYISO_DAYAHEAD_LONGIL,181119,1800,60,kw,58.43
NYISO_DAYAHEAD_MHK_VL,181119,1800,60,kw,34.48
NYISO_DAYAHEAD_MILLWD,181119,1800,60,kw,36.50
NYISO_DAYAHEAD_N.Y.C.,181119,1800,60,kw,37.03
NYISO_DAYAHEAD_NORTH,181119,1800,60,kw,31.66
NYISO_DAYAHEAD_NPX,181119,1800,60,kw,47.50
NYISO_DAYAHEAD_OH,181119,1800,60,kw,34.51
NYISO_DAYAHEAD_PJM,181119,1800,60,kw,35.79
NYISO_DAYAHEAD_WEST,181119,1800,60,kw,36.98
NYISO_DAYAHEAD_CAPITL,181119,1900,60,kw,31.18
NYISO_DAYAHEAD_CENTRL,181119,1900,60,kw,30.89
NYISO_DAYAHEAD_DUNWOD,181119,1900,60,kw,32.78
NYISO_DAYAHEAD_GENESE,181119,1900,60,kw,31.43
NYISO_DAYAHEAD_HQ,181119,1900,60,kw,25.35
NYISO_DAYAHEAD_HUD_VL,181119,1900,60,kw,32.10
NYISO_DAYAHEAD_LONGIL,181119,1900,60,kw,45.21
NYISO_DAYAHEAD_MHK_VL,181119,1900,60,kw,30.74
NYISO_DAYAHEAD_MILLWD,181119,1900,60,kw,32.54
NYISO_DAYAHEAD_N.Y.C.,181119,1900,60,kw,33.10
NYISO_DAYAHEAD_NORTH,181119,1900,60,kw,28.20
NYISO_DAYAHEAD_NPX,181119,1900,60,kw,40.84
NYISO_DAYAHEAD_OH,181119,1900,60,kw,31.12
NYISO_DAYAHEAD_PJM,181119,1900,60,kw,31.98
NYISO_DAYAHEAD_WEST,181119,1900,60,kw,32.46
NYISO_DAYAHEAD_CAPITL,181119,2000,60,kw,28.88
NYISO_DAYAHEAD_CENTRL,181119,2000,60,kw,28.67
NYISO_DAYAHEAD_DUNWOD,181119,2000,60,kw,30.47
NYISO_DAYAHEAD_GENESE,181119,2000,60,kw,29.19
NYISO_DAYAHEAD_HQ,181119,2000,60,kw,23.32
NYISO_DAYAHEAD_HUD_VL,181119,2000,60,kw,29.84
NYISO_DAYAHEAD_LONGIL,181119,2000,60,kw,41.12
NYISO_DAYAHEAD_MHK_VL,181119,2000,60,kw,28.47
NYISO_DAYAHEAD_MILLWD,181119,2000,60,kw,30.25
NYISO_DAYAHEAD_N.Y.C.,181119,2000,60,kw,30.78
NYISO_DAYAHEAD_NORTH,181119,2000,60,kw,26.08
NYISO_DAYAHEAD_NPX,181119,2000,60,kw,36.87
NYISO_DAYAHEAD_OH,181119,2000,60,kw,28.99
NYISO_DAYAHEAD_PJM,181119,2000,60,kw,29.85
NYISO_DAYAHEAD_WEST,181119,2000,60,kw,30.67
NYISO_DAYAHEAD_CAPITL,181119,2100,60,kw,23.56
NYISO_DAYAHEAD_CENTRL,181119,2100,60,kw,23.42
NYISO_DAYAHEAD_DUNWOD,181119,2100,60,kw,24.97
NYISO_DAYAHEAD_GENESE,181119,2100,60,kw,23.83
NYISO_DAYAHEAD_HQ,181119,2100,60,kw,19.06
NYISO_DAYAHEAD_HUD_VL,181119,2100,60,kw,24.46
NYISO_DAYAHEAD_LONGIL,181119,2100,60,kw,39.39
NYISO_DAYAHEAD_MHK_VL,181119,2100,60,kw,23.20
NYISO_DAYAHEAD_MILLWD,181119,2100,60,kw,24.82
NYISO_DAYAHEAD_N.Y.C.,181119,2100,60,kw,25.27
NYISO_DAYAHEAD_NORTH,181119,2100,60,kw,21.30
NYISO_DAYAHEAD_NPX,181119,2100,60,kw,31.61
NYISO_DAYAHEAD_OH,181119,2100,60,kw,23.83
NYISO_DAYAHEAD_PJM,181119,2100,60,kw,24.43
NYISO_DAYAHEAD_WEST,181119,2100,60,kw,24.87
NYISO_DAYAHEAD_CAPITL,181119,2200,60,kw,21.80
NYISO_DAYAHEAD_CENTRL,181119,2200,60,kw,21.57
NYISO_DAYAHEAD_DUNWOD,181119,2200,60,kw,23.15
NYISO_DAYAHEAD_GENESE,181119,2200,60,kw,21.84
NYISO_DAYAHEAD_HQ,181119,2200,60,kw,19.85
NYISO_DAYAHEAD_HUD_VL,181119,2200,60,kw,22.49
NYISO_DAYAHEAD_LONGIL,181119,2200,60,kw,35.11
NYISO_DAYAHEAD_MHK_VL,181119,2200,60,kw,21.36
NYISO_DAYAHEAD_MILLWD,181119,2200,60,kw,22.80
NYISO_DAYAHEAD_N.Y.C.,181119,2200,60,kw,24.87
NYISO_DAYAHEAD_NORTH,181119,2200,60,kw,19.60
NYISO_DAYAHEAD_NPX,181119,2200,60,kw,28.90
NYISO_DAYAHEAD_OH,181119,2200,60,kw,21.86
NYISO_DAYAHEAD_PJM,181119,2200,60,kw,22.52
NYISO_DAYAHEAD_WEST,181119,2200,60,kw,22.74
NYISO_DAYAHEAD_CAPITL,181119,2300,60,kw,22.69
NYISO_DAYAHEAD_CENTRL,181119,2300,60,kw,22.23
NYISO_DAYAHEAD_DUNWOD,181119,2300,60,kw,23.92
NYISO_DAYAHEAD_GENESE,181119,2300,60,kw,22.10
NYISO_DAYAHEAD_HQ,181119,2300,60,kw,20.76
NYISO_DAYAHEAD_HUD_VL,181119,2300,60,kw,23.62
NYISO_DAYAHEAD_LONGIL,181119,2300,60,kw,29.30
NYISO_DAYAHEAD_MHK_VL,181119,2300,60,kw,22.21
NYISO_DAYAHEAD_MILLWD,181119,2300,60,kw,23.79
NYISO_DAYAHEAD_N.Y.C.,181119,2300,60,kw,24.21
NYISO_DAYAHEAD_NORTH,181119,2300,60,kw,20.52
NYISO_DAYAHEAD_NPX,181119,2300,60,kw,28.40
NYISO_DAYAHEAD_OH,181119,2300,60,kw,21.82
NYISO_DAYAHEAD_PJM,181119,2300,60,kw,22.97
NYISO_DAYAHEAD_WEST,181119,2300,60,kw,22.56
